doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
buyer-return-eligibility,data/tiktok_shop_after_sales/buyer-return-eligibility.md,Trường hợp khách hàng được yêu cầu trả hàng hoặc hoàn tiền,https://seller-vn.tiktok.com/university/essay?knowledge_id=2901402355762946&lang=en,2026-08-03,2024-07-18,public-official-page
customer-return-request,data/tiktok_shop_after_sales/customer-return-request.md,Thời hạn yêu cầu trả hàng và hoàn tiền của khách hàng,https://seller-vn.tiktok.com/university/essay?article_type=agreement&default_language=vi-VN&knowledge_id=6837773789234946,2026-08-03,2026-06-10,public-official-page
mall-change-of-mind,data/tiktok_shop_after_sales/mall-change-of-mind.md,Trả hàng do đổi ý tại TikTok Shop Mall,https://seller-vn.tiktok.com/university/essay?knowledge_id=8769278137435905&lang=en,2026-08-03,2025-02-14,public-official-page
return-methods,data/tiktok_shop_after_sales/return-methods.md,Các phương thức hoàn trả kiện hàng,https://seller-vn.tiktok.com/university/essay?knowledge_id=1398156382422785&lang=en,2026-08-03,2026-06-22,public-official-page
self-arranged-return-compensation,data/tiktok_shop_after_sales/self-arranged-return-compensation.md,Bồi hoàn phí cho phương thức tự sắp xếp hoàn trả,https://seller-vn.tiktok.com/university/essay?knowledge_id=6790288090941186&lang=en,2026-08-03,2025-10-24,public-official-page
seller-review-and-appeal,data/tiktok_shop_after_sales/seller-review-and-appeal.md,Quy trình người bán xem xét và kháng nghị yêu cầu,https://seller-vn.tiktok.com/university/essay?from=policy&identity=1&knowledge_id=1766935302801169&lang=en&role=1,2026-08-03,2026-07-09,public-official-page
seller-to-customer-return,data/tiktok_shop_after_sales/seller-to-customer-return.md,Người bán gửi sản phẩm hoàn trả lại cho khách hàng,https://seller-vn.tiktok.com/university/essay?knowledge_id=4041059496167184&lang=en,2026-08-03,2026-06-09,public-official-page
